severity,cvss3_score,cve,Title,external_references,Version,Name,condition,published,updated,Architecture
High,7.5,CVE-2022-38177,CVE-2022-38177 affects dnsutils,"[""https://kb.isc.org/docs/cve-2022-38177"",""http://www.openwall.com/lists/oss-security/2022/09/21/3"",""https://www.debian.org/security/2022/dsa-5235"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/CV4GQWBPF7Y52J2FA24U6UMHQAOXZEF7/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MRHB6J4Z7BKH4HPEKG5D35QGRD6ANNMT/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YZJQNUASODNVAWZV6STKG5SD6XIJ446S/"",""https://lists.debian.org/debian-lts-announce/2022/10/msg00007.html"",""https://security.gentoo.org/glsa/202210-25"",""https://security.netapp.com/advisory/ntap-20221228-0010/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38177"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38177""]",1:9.16.27-1~deb11u1,dnsutils,Package less than 1:9.16.33-1~deb11u1,9/21/2022,2/28/2023,all
High,7.5,CVE-2022-38178,CVE-2022-38178 affects dnsutils,"[""https://kb.isc.org/docs/cve-2022-38178"",""http://www.openwall.com/lists/oss-security/2022/09/21/3"",""https://www.debian.org/security/2022/dsa-5235"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/CV4GQWBPF7Y52J2FA24U6UMHQAOXZEF7/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MRHB6J4Z7BKH4HPEKG5D35QGRD6ANNMT/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YZJQNUASODNVAWZV6STKG5SD6XIJ446S/"",""https://lists.debian.org/debian-lts-announce/2022/10/msg00007.html"",""https://security.gentoo.org/glsa/202210-25"",""https://security.netapp.com/advisory/ntap-20221228-0009/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38178"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38178""]",1:9.16.27-1~deb11u1,dnsutils,Package less than 1:9.16.33-1~deb11u1,9/21/2022,3/1/2023,all
High,7.3,CVE-2023-22743,CVE-2023-22743 affects git,"[""https://learn.microsoft.com/en-us/windows/win32/sbscs/about-side-by-side-assemblies-"",""https://attack.mitre.org/techniques/T1574/002/"",""https://learn.microsoft.com/en-us/windows/win32/controls/cookbook-overview?redirectedfrom=MSDN#using-comctl32dll-version-6-in-an-application-that-uses-only-standard-extensions"",""https://github.com/git-for-windows/git/security/advisories/GHSA-gf48-x3vr-j5c3"",""https://github.com/git-for-windows/git/security/advisories/GHSA-p2x9-prp4-8gvq"",""https://github.com/git-for-windows/git/releases/tag/v2.39.2.windows.1"",""https://nvd.nist.gov/vuln/detail/CVE-2023-22743""]",1:2.30.2-1,git,Package less than 2.39.2,2/14/2023,2/23/2023,amd64
High,7.8,CVE-2022-29187,CVE-2022-29187 affects git,"[""https://github.blog/2022-04-12-git-security-vulnerability-announced"",""https://lore.kernel.org/git/xmqqv8s2fefi.fsf@gitster.g/T/#u"",""https://github.com/git/git/security/advisories/GHSA-j342-m5hw-rr3v"",""http://www.openwall.com/lists/oss-security/2022/07/14/1"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TRZG5CDUQ27OWTPC5MQOR4UASNXHWEZS/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DDI325LOO2XBDDKLINOAQJEG6MHAURZE/"",""https://support.apple.com/kb/HT213496"",""http://seclists.org/fulldisclosure/2022/Nov/1"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00025.html"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DIKWISWUDFT2FAITYIA6372BVLH3OOOC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YROCMBWYFKRSS64PO6FUNM6L7LKBUKVW/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HVOLER2PIGMHPQMDGG4RDE2KZB74QLA2/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UDZRZAL7QULOB6V7MKT66MOMWJLBJPX4/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-29187"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29187""]",1:2.30.2-1,git,Package less than 1:2.30.2-1+deb11u1,7/12/2022,4/14/2023,amd64
High,8.8,CVE-2022-39260,CVE-2022-39260 affects git,"[""https://github.com/git/git/security/advisories/GHSA-rjr6-wcq6-83p6"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UKFHE4KVD7EKS5J3KTDFVBEKU3CLXGVV/"",""https://support.apple.com/kb/HT213496"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OHNO2FB55CPX47BAXMBWUBGWHO6N6ZZH/"",""http://seclists.org/fulldisclosure/2022/Nov/1"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/C7B6JPKX5CGGLAHXJVQMIZNNEEB72FHD/"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00025.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39260"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-39260""]",1:2.30.2-1,git,Package less than 1:2.30.2-1+deb11u1,10/19/2022,2/16/2023,amd64
High,7.5,CVE-2023-23946,CVE-2023-23946 affects git,"[""https://github.com/git/git/commit/c867e4fa180bec4750e9b54eb10f459030dbebfd"",""https://github.com/git/git/security/advisories/GHSA-r87m-v37r-cwfh"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23946"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-23946""]",1:2.30.2-1,git,Package less than 1:2.30.2-1+deb11u2,2/14/2023,2/23/2023,amd64
High,8.8,CVE-2021-29468,CVE-2021-29468 affects git,"[""https://github.com/me-and/Cygwin-Git/blob/main/check-backslash-safety.patch"",""https://lore.kernel.org/git/CA+kUOa=juEdBMVr_gyTKjz7PkPt2DZHkXQyzcQmAWCsEHC_ssw@mail.gmail.com/T/#u"",""https://cygwin.com/pipermail/cygwin-announce/2021-April/010018.html"",""https://github.com/me-and/Cygwin-Git/security/advisories/GHSA-rmp3-wq55-f557"",""https://nvd.nist.gov/vuln/detail/CVE-2021-29468""]",1:2.30.2-1,git,Package less or equal than 2.31.1-1,4/29/2021,5/11/2021,amd64
High,7.3,CVE-2023-22743,CVE-2023-22743 affects git-man,"[""https://learn.microsoft.com/en-us/windows/win32/sbscs/about-side-by-side-assemblies-"",""https://attack.mitre.org/techniques/T1574/002/"",""https://learn.microsoft.com/en-us/windows/win32/controls/cookbook-overview?redirectedfrom=MSDN#using-comctl32dll-version-6-in-an-application-that-uses-only-standard-extensions"",""https://github.com/git-for-windows/git/security/advisories/GHSA-gf48-x3vr-j5c3"",""https://github.com/git-for-windows/git/security/advisories/GHSA-p2x9-prp4-8gvq"",""https://github.com/git-for-windows/git/releases/tag/v2.39.2.windows.1"",""https://nvd.nist.gov/vuln/detail/CVE-2023-22743""]",1:2.30.2-1,git-man,Package less than 2.39.2,2/14/2023,2/23/2023,all
High,7.8,CVE-2022-29187,CVE-2022-29187 affects git-man,"[""https://github.blog/2022-04-12-git-security-vulnerability-announced"",""https://lore.kernel.org/git/xmqqv8s2fefi.fsf@gitster.g/T/#u"",""https://github.com/git/git/security/advisories/GHSA-j342-m5hw-rr3v"",""http://www.openwall.com/lists/oss-security/2022/07/14/1"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TRZG5CDUQ27OWTPC5MQOR4UASNXHWEZS/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DDI325LOO2XBDDKLINOAQJEG6MHAURZE/"",""https://support.apple.com/kb/HT213496"",""http://seclists.org/fulldisclosure/2022/Nov/1"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00025.html"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DIKWISWUDFT2FAITYIA6372BVLH3OOOC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YROCMBWYFKRSS64PO6FUNM6L7LKBUKVW/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HVOLER2PIGMHPQMDGG4RDE2KZB74QLA2/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UDZRZAL7QULOB6V7MKT66MOMWJLBJPX4/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-29187"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29187""]",1:2.30.2-1,git-man,Package less than 1:2.30.2-1+deb11u1,7/12/2022,4/14/2023,all
High,8.8,CVE-2022-39260,CVE-2022-39260 affects git-man,"[""https://github.com/git/git/security/advisories/GHSA-rjr6-wcq6-83p6"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UKFHE4KVD7EKS5J3KTDFVBEKU3CLXGVV/"",""https://support.apple.com/kb/HT213496"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OHNO2FB55CPX47BAXMBWUBGWHO6N6ZZH/"",""http://seclists.org/fulldisclosure/2022/Nov/1"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/C7B6JPKX5CGGLAHXJVQMIZNNEEB72FHD/"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00025.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39260"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-39260""]",1:2.30.2-1,git-man,Package less than 1:2.30.2-1+deb11u1,10/19/2022,2/16/2023,all
High,7.5,CVE-2023-23946,CVE-2023-23946 affects git-man,"[""https://github.com/git/git/commit/c867e4fa180bec4750e9b54eb10f459030dbebfd"",""https://github.com/git/git/security/advisories/GHSA-r87m-v37r-cwfh"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23946"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-23946""]",1:2.30.2-1,git-man,Package less than 1:2.30.2-1+deb11u2,2/14/2023,2/23/2023,all
High,8.8,CVE-2021-29468,CVE-2021-29468 affects git-man,"[""https://github.com/me-and/Cygwin-Git/blob/main/check-backslash-safety.patch"",""https://lore.kernel.org/git/CA+kUOa=juEdBMVr_gyTKjz7PkPt2DZHkXQyzcQmAWCsEHC_ssw@mail.gmail.com/T/#u"",""https://cygwin.com/pipermail/cygwin-announce/2021-April/010018.html"",""https://github.com/me-and/Cygwin-Git/security/advisories/GHSA-rmp3-wq55-f557"",""https://nvd.nist.gov/vuln/detail/CVE-2021-29468""]",1:2.30.2-1,git-man,Package less or equal than 2.31.1-1,4/29/2021,5/11/2021,all
High,7.5,CVE-2023-0836,CVE-2023-0836 affects haproxy,"[""https://git.haproxy.org/?p=haproxy.git;a=commitdiff;h=2e6bf0a"",""https://www.debian.org/security/2023/dsa-5388"",""https://nvd.nist.gov/vuln/detail/CVE-2023-0836"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0836""]",2.2.9-2+deb11u3,haproxy,Package less than 2.2.9-2+deb11u5,3/29/2023,4/14/2023,amd64
High,7.5,CVE-2022-23524,CVE-2022-23524 affects helm,"[""https://github.com/helm/helm/security/advisories/GHSA-6rx9-889q-vv2r"",""https://nvd.nist.gov/vuln/detail/CVE-2022-23524""]",3.9.4-1,helm,Package greater or equal than 3.0.0 and less than 3.10.3,12/15/2022,12/20/2022,amd64
High,7.5,CVE-2022-23525,CVE-2022-23525 affects helm,"[""https://github.com/helm/helm/commit/638ebffbc2e445156f3978f02fd83d9af1e56f5b"",""https://github.com/helm/helm/security/advisories/GHSA-53c4-hhmh-vw5q"",""https://nvd.nist.gov/vuln/detail/CVE-2022-23525""]",3.9.4-1,helm,Package greater or equal than 3.0.0 and less than 3.10.3,12/15/2022,12/20/2022,amd64
High,7.5,CVE-2022-23526,CVE-2022-23526 affects helm,"[""https://github.com/helm/helm/security/advisories/GHSA-67fx-wx78-jx33"",""https://github.com/helm/helm/commit/bafafa8bb1b571b61d7a9528da8d40c307dade3d"",""https://nvd.nist.gov/vuln/detail/CVE-2022-23526""]",3.9.4-1,helm,Package greater or equal than 3.0.0 and less than 3.10.3,12/15/2022,12/20/2022,amd64
High,8.8,CVE-2022-42898,CVE-2022-42898 affects krb5-user,"[""https://github.com/krb5/krb5/commit/ea92d2f0fcceb54a70910fa32e9a0d7a5afc3583"",""https://bugzilla.samba.org/show_bug.cgi?id=15203"",""https://web.mit.edu/kerberos/advisories/"",""https://www.samba.org/samba/security/CVE-2022-42898.html"",""https://github.com/heimdal/heimdal/security/advisories/GHSA-64mq-fvfj-5x3c"",""https://web.mit.edu/kerberos/krb5-1.20/README-1.20.1.txt"",""https://web.mit.edu/kerberos/krb5-1.19/"",""https://security.netapp.com/advisory/ntap-20230216-0008/"",""https://security.netapp.com/advisory/ntap-20230223-0001/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42898"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42898""]",1.18.3-6+deb11u2,krb5-user,Package less than 1.18.3-6+deb11u3,12/25/2022,2/23/2023,amd64
High,8.6,CVE-2022-4904,CVE-2022-4904 affects libc-ares2,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2168631"",""https://github.com/c-ares/c-ares/issues/496"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/33LDNS6RPOPP36Z4MPWXALUQZXJCWJS2/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4904"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4904""]",1.17.1-1+deb11u1,libc-ares2,Package unfixed,3/6/2023,3/14/2023,amd64
High,8.8,CVE-2022-40320,CVE-2022-40320 affects libconfuse-common,"[""https://github.com/libconfuse/libconfuse/issues/163"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EDUT2V62V2XF2IT5TJFPB6P3EQ6X5VLL/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FJKHAPJ6AUWVP4HDGKH4M5A2XXWQI73O/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BSAZK4KAWRWNAFUBBXOYU3PVNH3X7226/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40320"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40320""]",3.3-2,libconfuse-common,Package less than 3.3-2+deb11u1,9/9/2022,10/27/2022,all
High,8.8,CVE-2022-40320,CVE-2022-40320 affects libconfuse2,"[""https://github.com/libconfuse/libconfuse/issues/163"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EDUT2V62V2XF2IT5TJFPB6P3EQ6X5VLL/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FJKHAPJ6AUWVP4HDGKH4M5A2XXWQI73O/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BSAZK4KAWRWNAFUBBXOYU3PVNH3X7226/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40320"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40320""]",3.3-2,libconfuse2,Package less than 3.3-2+deb11u1,9/9/2022,10/27/2022,amd64
High,7.1,CVE-2022-47520,CVE-2022-47520 affects libcpupower1,"[""https://github.com/torvalds/linux/commit/cd21d99e595ec1d8721e1058dcdd4f1f7de1d793"",""https://lore.kernel.org/r/20221123153543.8568-2-philipturnbull@github.com"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://security.netapp.com/advisory/ntap-20230113-0007/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-47520"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-47520""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,12/18/2022,1/30/2023,amd64
High,7.8,CVE-2022-47521,CVE-2022-47521 affects libcpupower1,"[""https://github.com/torvalds/linux/commit/f9b62f9843c7b0afdaecabbcebf1dbba18599408"",""https://lore.kernel.org/r/20221123153543.8568-4-philipturnbull@github.com"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://security.netapp.com/advisory/ntap-20230113-0007/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-47521"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-47521""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,12/18/2022,4/11/2023,amd64
High,7.8,CVE-2022-4696,CVE-2022-4696 affects libcpupower1,"[""https://kernel.dance/#75454b4bbfc7e6a4dd8338556f36ea9107ddf61a"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit/?h=linux-5.10.y&id=75454b4bbfc7e6a4dd8338556f36ea9107ddf61a"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4696"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4696""]",5.10.140-1,libcpupower1,Package less than 5.10.162-1,1/11/2023,1/19/2023,amd64
High,7.8,CVE-2022-4139,CVE-2022-4139 affects libcpupower1,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2147572"",""https://www.openwall.com/lists/oss-security/2022/11/30/1"",""https://security.netapp.com/advisory/ntap-20230309-0004/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4139"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4139""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,1/27/2023,3/9/2023,amd64
High,8.8,CVE-2022-42896,CVE-2022-42896 affects libcpupower1,"[""https://kernel.dance/#711f8c3fb3db61897080468586b970c87c61d9e4"",""https://github.com/torvalds/linux/commit/711f8c3fb3db61897080468586b970c87c61d9e4"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42896"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42896""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,11/23/2022,3/1/2023,amd64
High,7.8,CVE-2023-0179,CVE-2023-0179 affects libcpupower1,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2161713"",""https://seclists.org/oss-sec/2023/q1/20"",""http://packetstormsecurity.com/files/171601/Kernel-Live-Patch-Security-Notice-LNS-0093-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-0179"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0179""]",5.10.140-1,libcpupower1,Package less than 5.10.162-1,3/27/2023,4/7/2023,amd64
High,7.5,CVE-2022-3623,CVE-2022-3623 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/bpf/bpf-next.git/commit/?id=fac35ba763ed07ba93154c95ffc0c4a55023707f"",""https://vuldb.com/?id.211921"",""https://www.debian.org/security/2023/dsa-5324"",""https://lists.debian.org/debian-lts-announce/2023/03/msg00000.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3623"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3623""]",5.10.140-1,libcpupower1,Package less than 5.10.162-1,10/20/2022,3/3/2023,amd64
High,8.1,CVE-2022-41674,CVE-2022-41674 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/log/net/mac80211/scan.c"",""https://www.openwall.com/lists/oss-security/2022/10/13/5"",""https://git.kernel.org/pub/scm/linux/kernel/git/wireless/wireless.git/commit/?id=aebe9f4639b13a1f4e9a6b42cdd2e38c617b442d"",""https://bugzilla.suse.com/show_bug.cgi?id=1203770"",""http://www.openwall.com/lists/oss-security/2022/10/13/2"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GGHENNMLCWIQV2LLA56BJNFIUZ7WB4IY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VNN3VFQPECS6D4PS6ZWD7AFXTOSJDSSR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S2KTU5LFZNQS7YNGE56MT46VHMXL3DD2/"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""http://packetstormsecurity.com/files/169951/Kernel-Live-Patch-Security-Notice-LSN-0090-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41674"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41674""]",5.10.140-1,libcpupower1,Package less than 5.10.149-1,10/14/2022,3/1/2023,amd64
High,7.8,CVE-2022-4095,CVE-2022-4095 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=c53b3dcb9942b8ed7f81ee3921c4085d87070c73"",""https://security.netapp.com/advisory/ntap-20230420-0005/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4095"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4095""]",5.10.140-1,libcpupower1,Package less than 5.10.148-1,3/22/2023,4/20/2023,amd64
High,7.8,CVE-2022-3176,CVE-2022-3176 affects libcpupower1,"[""https://kernel.dance/#fc78b2fc21f10c4c9c4d5d659a685710ffa63659"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit?h=linux-5.4.y&id=fc78b2fc21f10c4c9c4d5d659a685710ffa63659"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://security.netapp.com/advisory/ntap-20230216-0003/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3176"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3176""]",5.10.140-1,libcpupower1,Package less than 5.10.149-1,9/16/2022,4/11/2023,amd64
High,7.8,CVE-2022-20421,CVE-2022-20421 affects libcpupower1,"[""https://source.android.com/security/bulletin/2022-10-01"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-20421"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-20421""]",5.10.140-1,libcpupower1,Package less than 5.10.149-1,10/11/2022,12/3/2022,amd64
High,7.8,CVE-2022-2978,CVE-2022-2978 affects libcpupower1,"[""https://lore.kernel.org/linux-fsdevel/20220816040859.659129-1-dzm91@hust.edu.cn/T/#u"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-2978"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2978""]",5.10.140-1,libcpupower1,Package less than 5.10.148-1,8/24/2022,4/11/2023,amd64
High,7.8,CVE-2023-20928,CVE-2023-20928 affects libcpupower1,"[""https://source.android.com/security/bulletin/2023-01-01"",""http://packetstormsecurity.com/files/170855/Android-Binder-VMA-Management-Security-Issues.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-20928"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-20928""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,1/26/2023,2/6/2023,amd64
High,7.8,CVE-2023-0240,CVE-2023-0240 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit/io_uring?h=linux-5.10.y&id=788d0824269bef539fe31a785b1517882eafed93"",""https://github.com/gregkh/linux/commit/1e6fa5216a0e59ef02e8b6b40d553238a3b81d49"",""https://kernel.dance/#788d0824269bef539fe31a785b1517882eafed93"",""https://nvd.nist.gov/vuln/detail/CVE-2023-0240"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0240""]",5.10.140-1,libcpupower1,Package less than 5.10.162-1,1/30/2023,2/6/2023,amd64
High,8.8,CVE-2022-3640,CVE-2022-3640 affects libcpupower1,"[""https://vuldb.com/?id.211944"",""https://git.kernel.org/pub/scm/linux/kernel/git/bluetooth/bluetooth-next.git/commit/?id=42cf46dea905a80f6de218e837ba4d4cc33d6979"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DGOIRR72OAFE53XZRUDZDP7INGLIC3E3/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OD7VWUT7YAU4CJ247IF44NGVOAODAJGC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XG2UPX3MQ7RKRJEUMGEH2TLPKZJCBU5C/"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3640"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3640""]",5.10.140-1,libcpupower1,Package less than 5.10.158-1,10/21/2022,4/11/2023,amd64
High,7,CVE-2022-3649,CVE-2022-3649 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/bpf/bpf-next.git/commit/?id=d325dc6eb763c10f591c239550b8c7e5466a5d09"",""https://vuldb.com/?id.211992"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://security.netapp.com/advisory/ntap-20230214-0009/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3649"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3649""]",5.10.140-1,libcpupower1,Package less than 5.10.148-1,10/21/2022,2/28/2023,amd64
High,8.8,CVE-2022-42719,CVE-2022-42719 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/wireless/wireless.git/commit/?id=ff05d4b45dd89b922578dac497dcabf57cf771c6"",""https://bugzilla.suse.com/show_bug.cgi?id=1204051"",""http://www.openwall.com/lists/oss-security/2022/10/13/5"",""http://www.openwall.com/lists/oss-security/2022/10/13/2"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GGHENNMLCWIQV2LLA56BJNFIUZ7WB4IY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VNN3VFQPECS6D4PS6ZWD7AFXTOSJDSSR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S2KTU5LFZNQS7YNGE56MT46VHMXL3DD2/"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://security.netapp.com/advisory/ntap-20230203-0008/"",""http://packetstormsecurity.com/files/171005/Kernel-Live-Patch-Security-Notice-LNS-0091-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42719"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42719""]",5.10.140-1,libcpupower1,Package less than 5.10.149-1,10/13/2022,2/15/2023,amd64
High,7.8,CVE-2022-3545,CVE-2022-3545 affects libcpupower1,"[""https://git.kernel.org/pub/scm/linux/kernel/git/klassert/ipsec-next.git/commit/?id=02e1a114fdb71e59ee6770294166c30d437bf86a"",""https://vuldb.com/?id.211045"",""https://security.netapp.com/advisory/ntap-20221223-0003/"",""https://www.debian.org/security/2023/dsa-5324"",""https://lists.debian.org/debian-lts-announce/2023/03/msg00000.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3545"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3545""]",5.10.140-1,libcpupower1,Package less than 5.10.162-1,10/17/2022,3/3/2023,amd64
